STOP_Carico,MODEL,BILANCELLE/ASSALE,WEIGHT,REWORK,RICARICO,BIL_PREVIOUS_EMPTY,TEAM_LOAD,DAY_LOAD,TIME_LOAD
0,318/ 60,0.5,100-200,False,False,False,TEAM 2,Tuesday,14-16
0,318/ 60,0.5,100-200,False,False,False,TEAM 2,Tuesday,14-16
0,318/ 60,0.5,100-200,False,False,False,TEAM 2,Tuesday,14-16
0,318/ 61,0.5,100-200,False,False,False,TEAM 2,Tuesday,14-16
0,980/10141854,2.5,>1500,False,False,False,TEAM 2,Tuesday,14-16
0,10254043,0.5,1-100,False,False,False,TEAM 2,Tuesday,14-16
0,980/10141854,2.5,>1500,False,False,False,TEAM 2,Tuesday,14-16
0,214/10111704,1.0,1000-1500,False,False,False,TEAM 2,Tuesday,14-16
0,214/10111704,1.0,1000-1500,False,False,False,TEAM 2,Tuesday,14-16
0,318/ 61,0.5,100-200,False,False,False,TEAM 2,Tuesday,14-16
0,10321751,1.0,200-300,False,True,False,TEAM 2,Tuesday,14-16
0,318/ 61,0.5,100-200,False,False,False,TEAM 2,Tuesday,14-16
0,10219705,2.0,500-1000,False,False,False,TEAM 2,Tuesday,14-16
0,10219705,2.0,500-1000,False,False,False,TEAM 2,Tuesday,14-16
0,318/ 61,0.5,100-200,False,False,False,TEAM 2,Tuesday,14-16
0,318/ 61,0.5,100-200,False,False,False,TEAM 2,Tuesday,14-16
1,10219705,2.0,500-1000,False,False,False,TEAM 2,Tuesday,16-18
0,10219705,2.0,500-1000,False,False,False,TEAM 2,Tuesday,16-18
0,318/ 61,0.5,100-200,False,False,False,TEAM 2,Tuesday,16-18
0,318/ 61,0.5,100-200,False,False,False,TEAM 2,Tuesday,16-18
1,737/10161828,2.0,1,False,False,False,TEAM 2,Tuesday,16-18
0,851/ 74,1.0,500-1000,True,False,False,TEAM 2,Tuesday,16-18
0,980/10141854,2.5,>1500,False,False,False,TEAM 2,Tuesday,16-18
0,980/10141854,2.5,>1500,False,False,False,TEAM 2,Tuesday,16-18
0,114/ 59,1.0,500-1000,False,False,False,TEAM 2,Tuesday,16-18
0,114/ 59,1.0,500-1000,False,False,False,TEAM 2,Tuesday,16-18
1,114/ 59,1.0,500-1000,False,False,False,TEAM 2,Tuesday,16-18
0,10202976,0.5,1-100,False,False,False,TEAM 2,Tuesday,16-18
0,10202976,0.5,1-100,False,False,False,TEAM 2,Tuesday,16-18
0,10219705,2.0,500-1000,False,False,False,TEAM 2,Tuesday,18-20
0,10219705,2.0,500-1000,False,False,False,TEAM 2,Tuesday,18-20
0,10202976,0.5,1-100,False,False,False,TEAM 2,Tuesday,18-20
0,10202976,0.5,1-100,False,False,False,TEAM 2,Tuesday,18-20
0,10219705,2.0,500-1000,False,False,False,TEAM 2,Tuesday,18-20
0,10202976,0.5,1-100,False,False,False,TEAM 2,Tuesday,18-20
0,10202976,0.5,1-100,False,False,False,TEAM 2,Tuesday,18-20
0,980/10141854,2.5,>1500,False,False,False,TEAM 2,Tuesday,18-20
1,980/10141854,2.5,>1500,False,False,False,TEAM 2,Tuesday,18-20
0,10321751,1.0,300-500,False,False,False,TEAM 2,Tuesday,18-20
0,10321751,1.0,500-1000,False,False,False,TEAM 2,Tuesday,18-20
0,305/312,0.5,1-100,False,False,False,TEAM 2,Tuesday,20-22
0,10373626,1.0,500-1000,False,False,False,TEAM 2,Tuesday,20-22
0,10373626,1.0,500-1000,False,False,False,TEAM 2,Tuesday,20-22
0,305/312,0.5,1-100,False,False,False,TEAM 2,Tuesday,20-22
0,10373626,1.0,500-1000,False,False,False,TEAM 2,Tuesday,20-22
0,980/10141854,2.5,>1500,False,False,False,TEAM 2,Tuesday,20-22
0,980/10141854,2.5,>1500,False,False,False,TEAM 2,Tuesday,20-22
1,475/313509AA3,1.0,>1500,False,False,False,TEAM 2,Tuesday,20-22
0,10209418,1.0,1000-1500,False,True,False,TEAM 2,Tuesday,20-22
0,10373626,1.0,500-1000,False,False,False,TEAM 2,Tuesday,20-22
0,10373626,1.0,500-1000,False,False,False,TEAM 2,Tuesday,20-22
0,980/10141854,2.5,>1500,False,False,False,TEAM 2,Tuesday,20-22
0,980/10141854,2.5,>1500,False,False,False,TEAM 2,Tuesday,20-22
0,10317090,0.5,100-200,False,False,False,TEAM 1,Thursday,6-8
0,10373626,1.0,500-1000,False,False,False,TEAM 1,Thursday,6-8
0,10373628,1.0,500-1000,False,False,False,TEAM 1,Thursday,6-8
0,10317090,0.5,100-200,False,False,False,TEAM 1,Thursday,6-8
0,10317090,0.5,100-200,False,False,False,TEAM 1,Thursday,6-8
0,737/10161828,2.0,1,False,False,False,TEAM 1,Thursday,6-8
0,305/312,0.5,1-100,False,False,False,TEAM 1,Thursday,6-8
0,305/312,0.5,1-100,False,False,False,TEAM 1,Thursday,6-8
0,10373628,1.0,500-1000,False,False,False,TEAM 1,Thursday,6-8
0,10373628,1.0,500-1000,False,False,False,TEAM 1,Thursday,6-8
0,305/312,0.5,1-100,False,False,False,TEAM 1,Thursday,8-10
0,10202976,0.5,1-100,False,False,False,TEAM 1,Thursday,8-10
0,737/10161828,2.0,1,False,False,False,TEAM 1,Thursday,8-10
0,114/ 59,1.0,500-1000,False,False,False,TEAM 1,Thursday,8-10
0,980/10141854,2.5,>1500,False,False,False,TEAM 1,Thursday,8-10
0,10373628,1.0,500-1000,False,False,False,TEAM 1,Thursday,8-10
0,10373628,1.0,500-1000,False,False,False,TEAM 1,Thursday,8-10
1,737/10161828,2.0,1,False,False,False,TEAM 1,Thursday,8-10
0,10321751,1.0,100-200,False,True,False,TEAM 1,Thursday,8-10
0,10373628,1.0,500-1000,False,False,False,TEAM 1,Thursday,8-10
0,10373627,1.0,500-1000,False,False,False,TEAM 1,Thursday,8-10
0,305/312,0.5,1-100,False,False,False,TEAM 1,Thursday,8-10
0,305/312,0.5,1-100,False,False,False,TEAM 1,Thursday,8-10
0,305/312,0.5,1-100,False,False,False,TEAM 1,Thursday,10-12
0,10373627,1.0,500-1000,False,False,False,TEAM 1,Thursday,10-12
0,10373627,1.0,500-1000,False,False,False,TEAM 1,Thursday,10-12
0,305/312,0.5,1-100,False,False,False,TEAM 1,Thursday,10-12
0,305/312,0.5,1-100,False,False,False,TEAM 1,Thursday,10-12
0,10373627,1.0,500-1000,False,False,False,TEAM 1,Thursday,10-12
0,10373627,1.0,500-1000,False,False,False,TEAM 1,Thursday,10-12
1,305/312,0.5,1-100,False,False,False,TEAM 1,Thursday,10-12
1,305/312,0.5,1-100,False,False,False,TEAM 1,Thursday,10-12
0,114/ 60,1.0,500-1000,False,False,False,TEAM 1,Thursday,10-12
0,114/ 60,1.0,500-1000,False,False,False,TEAM 1,Thursday,10-12
0,114/ 60,1.0,500-1000,False,False,False,TEAM 1,Thursday,10-12
0,114/ 60,1.0,500-1000,False,False,False,TEAM 1,Thursday,10-12
0,305/312,0.5,1-100,False,False,False,TEAM 1,Thursday,10-12
0,305/312,0.5,1-100,False,False,False,TEAM 1,Thursday,10-12
0,10373627,1.0,500-1000,False,False,False,TEAM 1,Thursday,12-14
0,10373627,1.0,500-1000,False,False,False,TEAM 1,Thursday,12-14
0,305/312,0.5,1-100,False,False,False,TEAM 1,Thursday,12-14
0,305/312,0.5,1-100,False,False,False,TEAM 1,Thursday,12-14
0,10373627,1.0,500-1000,False,False,False,TEAM 1,Thursday,12-14
0,980/10141854,2.5,>1500,False,False,False,TEAM 1,Thursday,12-14
0,305/312,0.5,1-100,False,False,False,TEAM 1,Thursday,12-14
0,305/312,0.5,1-100,False,False,False,TEAM 1,Thursday,12-14
1,10209418,1.0,1000-1500,False,False,False,TEAM 1,Thursday,12-14
1,475/313509AA3,1.0,>1500,False,False,False,TEAM 1,Thursday,12-14
0,475/313509AA3,1.0,>1500,False,False,False,TEAM 1,Thursday,12-14
0,305/312,0.5,1-100,False,False,False,TEAM 1,Thursday,12-14
0,305/312,0.5,1-100,False,False,False,TEAM 1,Thursday,12-14
0,357/419,0.5,1-100,False,False,False,TEAM 2,Thursday,14-16
0,357/419,0.5,1-100,False,False,False,TEAM 2,Thursday,14-16
0,10321751,1.0,500-1000,False,False,False,TEAM 2,Thursday,14-16
0,10321751,1.0,200-300,False,False,False,TEAM 2,Thursday,14-16
0,10321751,1.0,500-1000,False,False,False,TEAM 2,Thursday,14-16
0,357/419,0.5,1-100,False,False,False,TEAM 2,Thursday,14-16
0,990/10176225,2.5,>1500,False,False,False,TEAM 2,Thursday,14-16
0,990/10176225,2.5,>1500,False,False,False,TEAM 2,Thursday,14-16
0,357/419,0.5,1-100,False,False,False,TEAM 2,Thursday,14-16
1,114/ 60,1.0,500-1000,False,False,False,TEAM 2,Thursday,14-16
0,114/ 60,1.0,500-1000,False,False,False,TEAM 2,Thursday,14-16
0,990/10176225,2.5,>1500,False,False,False,TEAM 2,Thursday,16-18
0,990/10176225,2.5,>1500,False,False,False,TEAM 2,Thursday,16-18
0,10373628,1.0,500-1000,False,False,False,TEAM 2,Thursday,16-18
0,10373628,1.0,500-1000,False,False,False,TEAM 2,Thursday,16-18
0,357/419,0.5,1-100,False,False,False,TEAM 2,Thursday,16-18
0,357/419,0.5,1-100,False,False,False,TEAM 2,Thursday,16-18
0,10373628,1.0,500-1000,False,False,False,TEAM 2,Thursday,16-18
0,10373628,1.0,500-1000,False,False,False,TEAM 2,Thursday,16-18
0,357/419,0.5,1-100,False,False,False,TEAM 2,Thursday,16-18
0,357/419,0.5,1-100,False,False,False,TEAM 2,Thursday,16-18
0,10373628,1.0,500-1000,False,False,False,TEAM 2,Thursday,16-18
0,10373626,1.0,500-1000,False,False,False,TEAM 2,Thursday,16-18
0,357/419,0.5,1-100,False,False,False,TEAM 2,Thursday,16-18
0,10373626,1.0,500-1000,False,False,False,TEAM 2,Thursday,16-18
0,10373628,1.0,500-1000,False,False,False,TEAM 2,Thursday,18-20
0,10373626,1.0,500-1000,False,False,False,TEAM 2,Thursday,18-20
1,214/10111704,1.0,1000-1500,False,False,False,TEAM 2,Thursday,18-20
0,10373626,1.0,500-1000,False,False,False,TEAM 2,Thursday,18-20
0,10373626,1.0,500-1000,False,False,False,TEAM 2,Thursday,18-20
0,10373626,1.0,500-1000,False,False,False,TEAM 2,Thursday,18-20
0,851/ 84,1.0,500-1000,True,False,False,TEAM 2,Thursday,18-20
0,851/ 84,1.0,500-1000,True,False,False,TEAM 2,Thursday,18-20
0,10373626,1.0,500-1000,False,False,False,TEAM 2,Thursday,20-22
0,357/419,0.5,1-100,False,False,False,TEAM 2,Thursday,20-22
0,357/419,0.5,1-100,False,False,False,TEAM 2,Thursday,20-22
0,318/ 61,0.5,100-200,False,False,False,TEAM 2,Thursday,20-22
0,318/ 61,0.5,100-200,False,False,False,TEAM 2,Thursday,20-22
0,357/419,0.5,1-100,False,False,False,TEAM 2,Thursday,20-22
0,10373626,1.0,500-1000,False,False,False,TEAM 2,Thursday,20-22
0,10373626,1.0,500-1000,False,False,False,TEAM 2,Thursday,20-22
0,10321751,1.0,500-1000,False,True,False,TEAM 2,Thursday,20-22
0,10321751,1.0,100-200,False,True,False,TEAM 2,Thursday,20-22
0,10321751,1.0,500-1000,False,True,False,TEAM 2,Thursday,20-22
0,990/10176224,2.5,>1500,False,False,False,TEAM 2,Thursday,20-22
0,990/10176224,2.5,>1500,False,False,False,TEAM 2,Thursday,20-22
0,357/419,0.5,1-100,False,False,False,TEAM 1,Friday,6-8
0,357/419,0.5,1-100,False,False,False,TEAM 1,Friday,6-8
0,10373626,1.0,500-1000,False,False,False,TEAM 1,Friday,6-8
0,357/419,0.5,1-100,False,False,False,TEAM 1,Friday,6-8
0,357/419,0.5,1-100,False,False,False,TEAM 1,Friday,6-8
0,10373627,1.0,500-1000,False,False,False,TEAM 1,Friday,6-8
0,357/419,0.5,1-100,False,False,False,TEAM 1,Friday,6-8
0,357/419,0.5,1-100,False,False,False,TEAM 1,Friday,6-8
0,990/10176224,2.5,>1500,False,False,False,TEAM 1,Friday,6-8
0,980/10141854,2.5,>1500,False,False,False,TEAM 1,Friday,6-8
0,318/ 61,0.5,100-200,False,False,False,TEAM 1,Friday,6-8
0,318/ 61,0.5,100-200,False,False,False,TEAM 1,Friday,6-8
0,10373627,1.0,500-1000,False,False,False,TEAM 1,Friday,6-8
0,318/ 61,0.5,100-200,False,False,False,TEAM 1,Friday,6-8
0,318/ 61,0.5,100-200,False,False,False,TEAM 1,Friday,6-8
0,318/ 61,0.5,100-200,False,False,False,TEAM 1,Friday,6-8
0,318/ 61,0.5,100-200,False,False,False,TEAM 1,Friday,6-8
0,318/ 61,0.5,100-200,False,False,False,TEAM 1,Friday,6-8
0,10373627,1.0,500-1000,False,False,False,TEAM 1,Friday,8-10
0,990/10176224,2.5,>1500,False,False,False,TEAM 1,Friday,8-10
0,10219705,2.0,500-1000,False,True,False,TEAM 1,Friday,6-8
0,10255491,0.5,100-200,False,False,False,TEAM 1,Friday,8-10
0,10219705,2.0,500-1000,False,True,False,TEAM 1,Friday,6-8
0,10255491,0.5,100-200,False,False,False,TEAM 1,Friday,8-10
0,10219705,2.0,500-1000,False,True,False,TEAM 1,Friday,6-8
1,10255491,0.5,100-200,False,False,False,TEAM 1,Friday,8-10
0,10219705,2.0,500-1000,False,True,False,TEAM 1,Friday,8-10
0,10255491,0.5,100-200,False,False,False,TEAM 1,Friday,8-10
0,990/10176224,2.5,>1500,False,False,False,TEAM 1,Friday,8-10
0,980/10141854,2.5,>1500,False,False,False,TEAM 1,Friday,8-10
0,357/497,0.5,1-100,False,False,False,TEAM 1,Friday,8-10
0,357/497,0.5,1-100,False,False,False,TEAM 1,Friday,8-10
0,10321751,1.0,500-1000,False,False,False,TEAM 1,Friday,8-10
0,357/497,0.5,1-100,False,False,False,TEAM 1,Friday,8-10
0,10219705,2.0,500-1000,False,True,False,TEAM 1,Friday,8-10
0,357/497,0.5,1-100,False,False,False,TEAM 1,Friday,10-12
0,10219705,2.0,500-1000,False,True,False,TEAM 1,Friday,8-10
1,357/497,0.5,1-100,False,False,False,TEAM 1,Friday,10-12
0,357/497,0.5,1-100,False,False,False,TEAM 1,Friday,10-12
1,10209418,1.0,1000-1500,False,False,False,TEAM 1,Friday,10-12
1,10209418,1.0,1000-1500,False,False,False,TEAM 1,Friday,10-12
0,980/10141854,2.5,>1500,False,False,False,TEAM 1,Friday,10-12
0,980/10141854,2.5,>1500,False,False,False,TEAM 1,Friday,10-12
0,10321751,1.0,500-1000,False,False,False,TEAM 1,Friday,12-14
0,10321751,1.0,100-200,False,False,False,TEAM 1,Friday,12-14
0,10321751,1.0,500-1000,False,False,False,TEAM 1,Friday,12-14
0,357/497,0.5,1-100,False,False,False,TEAM 1,Friday,12-14
0,357/497,0.5,1-100,False,False,False,TEAM 1,Friday,12-14
1,357/497,0.5,1-100,False,False,False,TEAM 1,Friday,12-14
0,10161806,2.0,500-1000,False,False,False,TEAM 1,Friday,12-14
0,980/10141854,2.5,>1500,False,False,False,TEAM 1,Friday,12-14
0,980/10141854,2.5,>1500,False,False,False,TEAM 1,Friday,12-14
0,318/10071514,0.5,100-200,False,False,False,TEAM 2,Friday,14-16
0,10161806,2.0,500-1000,False,False,False,TEAM 2,Friday,14-16
0,318/10071514,0.5,100-200,False,False,False,TEAM 2,Friday,14-16
0,10161806,2.0,500-1000,False,False,False,TEAM 2,Friday,14-16
0,980/10141854,2.5,>1500,False,False,False,TEAM 2,Friday,14-16
0,980/10141854,2.5,>1500,False,False,False,TEAM 2,Friday,14-16
0,10161806,2.0,500-1000,False,False,False,TEAM 2,Friday,14-16
0,318/10071514,0.5,100-200,False,False,False,TEAM 2,Friday,14-16
0,10161806,2.0,500-1000,False,False,False,TEAM 2,Friday,14-16
0,318/10071514,0.5,100-200,False,False,False,TEAM 2,Friday,14-16
0,10161806,2.0,500-1000,False,False,False,TEAM 2,Friday,14-16
0,318/10071514,0.5,100-200,False,False,False,TEAM 2,Friday,14-16
0,318/10071514,0.5,100-200,False,False,False,TEAM 2,Friday,14-16
1,980/10141854,2.5,>1500,False,False,False,TEAM 2,Friday,14-16
0,980/10141854,2.5,>1500,False,False,False,TEAM 2,Friday,14-16
0,367/10158497,0.5,1,True,False,False,TEAM 2,Friday,16-18
0,709/126,1.0,200-300,False,False,False,TEAM 2,Friday,16-18
0,709/126,1.0,200-300,False,False,False,TEAM 2,Friday,16-18
1,709/126,1.0,200-300,False,False,False,TEAM 2,Friday,16-18
0,709/126,1.0,200-300,False,False,False,TEAM 2,Friday,16-18
0,708/131,1.0,100-200,False,False,False,TEAM 2,Friday,16-18
1,214/10111703,1.0,1000-1500,False,False,False,TEAM 2,Friday,16-18
0,214/10111703,1.0,1000-1500,False,False,False,TEAM 2,Friday,16-18
0,980/10141854,2.5,>1500,False,False,False,TEAM 2,Friday,16-18
0,990/10176228,2.5,>1500,False,False,False,TEAM 2,Friday,16-18
1,708/131,1.0,100-200,False,False,False,TEAM 2,Friday,16-18
0,708/131,1.0,100-200,False,False,False,TEAM 2,Friday,18-20
0,708/131,1.0,100-200,False,False,False,TEAM 2,Friday,18-20
0,708/131,1.0,100-200,False,False,False,TEAM 2,Friday,18-20
1,214/10111703,1.0,1000-1500,False,False,False,TEAM 2,Friday,16-18
0,214/10111703,1.0,1000-1500,False,False,False,TEAM 2,Friday,18-20
0,10321751,1.0,100-200,False,True,False,TEAM 2,Friday,16-18
0,10321751,1.0,300-500,False,True,False,TEAM 2,Friday,16-18
0,10321751,1.0,500-1000,False,True,False,TEAM 2,Friday,16-18
0,990/10176224,2.5,>1500,False,False,False,TEAM 2,Friday,18-20
1,990/10176224,2.5,>1500,False,False,False,TEAM 2,Friday,18-20
0,10373626,1.0,500-1000,True,False,False,TEAM 2,Friday,18-20
0,10373626,1.0,500-1000,False,False,False,TEAM 2,Friday,18-20
0,357/104,0.5,1-100,False,False,False,TEAM 2,Friday,20-22
0,10161806,2.0,500-1000,True,False,False,TEAM 2,Friday,18-20
0,357/104,0.5,1-100,False,False,False,TEAM 2,Friday,20-22
0,10161806,2.0,500-1000,False,True,False,TEAM 2,Friday,18-20
0,319/107,0.5,100-200,False,False,False,TEAM 2,Friday,20-22
0,10161806,2.0,500-1000,False,True,False,TEAM 2,Friday,18-20
0,319/107,0.5,100-200,False,False,False,TEAM 2,Friday,20-22
0,980/10141854,2.5,>1500,False,False,False,TEAM 2,Friday,20-22
0,319/107,0.5,100-200,False,False,False,TEAM 2,Friday,20-22
0,10161806,2.0,500-1000,False,True,False,TEAM 2,Friday,20-22
0,10161806,2.0,500-1000,False,True,False,TEAM 2,Friday,20-22
0,10161806,2.0,500-1000,False,True,False,TEAM 2,Friday,20-22
1,990/10176224,2.5,>1500,False,False,False,TEAM 2,Monday,6-8
0,990/10176224,2.5,>1500,False,False,False,TEAM 2,Monday,6-8
0,10373626,1.0,500-1000,False,False,False,TEAM 2,Monday,6-8
0,357/104,0.5,1-100,True,False,False,TEAM 2,Monday,6-8
0,10373626,1.0,500-1000,False,False,False,TEAM 2,Monday,6-8
0,319/10080308,0.5,100-200,False,False,False,TEAM 2,Monday,6-8
0,319/10080308,0.5,100-200,False,False,False,TEAM 2,Monday,6-8
0,10373626,1.0,500-1000,False,False,False,TEAM 2,Monday,6-8
0,10373626,1.0,500-1000,False,False,False,TEAM 2,Monday,6-8
1,319/10136496,0.5,100-200,False,False,False,TEAM 2,Monday,6-8
0,990/10176225,2.5,>1500,False,False,False,TEAM 2,Monday,6-8
0,319/10136496,0.5,100-200,False,False,False,TEAM 2,Monday,6-8
1,990/10176225,2.5,>1500,False,False,False,TEAM 2,Monday,6-8
0,319/10136496,0.5,100-200,False,False,False,TEAM 2,Monday,8-10
0,10373626,1.0,500-1000,False,False,False,TEAM 2,Monday,8-10
0,10373626,1.0,500-1000,False,False,False,TEAM 2,Monday,8-10
1,319/10136496,0.5,100-200,False,False,False,TEAM 2,Monday,8-10
0,10373627,1.0,500-1000,False,False,False,TEAM 2,Monday,8-10
0,10373627,1.0,500-1000,False,False,False,TEAM 2,Monday,8-10
1,475/313509AA3,1.0,>1500,False,False,False,TEAM 2,Monday,8-10
1,10209418,1.0,1000-1500,False,False,False,TEAM 2,Monday,8-10
0,990/10176225,2.5,>1500,False,False,False,TEAM 2,Monday,8-10
0,990/10176225,2.5,>1500,False,False,False,TEAM 2,Monday,8-10
0,114/ 51,1.0,500-1000,False,False,False,TEAM 2,Monday,8-10
1,114/ 51,1.0,500-1000,False,False,False,TEAM 2,Monday,8-10
1,114/ 51,1.0,500-1000,False,False,False,TEAM 2,Monday,8-10
0,114/ 51,1.0,500-1000,False,False,False,TEAM 2,Monday,8-10
0,980/10141855,2.5,>1500,False,False,False,TEAM 2,Monday,10-12
0,980/10141854,2.5,>1500,False,False,False,TEAM 2,Monday,10-12
0,10373627,1.0,500-1000,False,False,False,TEAM 2,Monday,10-12
0,10373626,1.0,500-1000,False,False,False,TEAM 2,Monday,10-12
0,10373627,1.0,500-1000,False,False,False,TEAM 2,Monday,10-12
0,10373627,1.0,500-1000,False,False,False,TEAM 2,Monday,10-12
0,336/ 50,0.5,1-100,False,False,False,TEAM 2,Monday,10-12
0,336/ 50,0.5,1-100,False,False,False,TEAM 2,Monday,10-12
0,10373626,1.0,500-1000,False,False,False,TEAM 2,Monday,12-14
1,10373626,1.0,500-1000,False,False,False,TEAM 2,Monday,12-14
0,980/10141854,2.5,>1500,False,False,False,TEAM 2,Monday,12-14
1,357/104,0.5,1-100,False,False,False,TEAM 2,Monday,12-14
1,980/10141854,2.5,>1500,False,False,False,TEAM 2,Monday,12-14
0,357/104,0.5,1-100,False,False,False,TEAM 2,Monday,12-14
0,10209418,1.0,1000-1500,False,False,False,TEAM 2,Monday,12-14
0,475/313509AA3,1.0,>1500,False,False,False,TEAM 2,Monday,12-14
0,318/ 63,0.5,100-200,False,False,False,TEAM 1,Monday,14-16
0,318/ 63,0.5,100-200,False,False,False,TEAM 1,Monday,14-16
0,10373626,1.0,500-1000,False,False,False,TEAM 1,Monday,14-16
0,10373626,1.0,500-1000,False,False,False,TEAM 1,Monday,14-16
0,357/104,0.5,1-100,False,False,False,TEAM 1,Monday,14-16
0,990/10176228,2.5,>1500,False,False,False,TEAM 1,Monday,14-16
0,357/104,0.5,1-100,False,False,False,TEAM 1,Monday,14-16
0,318/ 63,0.5,100-200,False,False,False,TEAM 1,Monday,14-16
0,318/ 63,0.5,100-200,False,False,False,TEAM 1,Monday,14-16
0,10321751,1.0,500-1000,False,False,False,TEAM 1,Monday,14-16
0,10373626,1.0,500-1000,False,False,False,TEAM 1,Monday,14-16
0,10373626,1.0,500-1000,False,False,False,TEAM 1,Monday,14-16
1,114/ 60,1.0,500-1000,False,False,False,TEAM 1,Monday,14-16
1,114/ 60,1.0,500-1000,False,False,False,TEAM 1,Monday,14-16
0,10321751,1.0,500-1000,False,False,False,TEAM 1,Monday,16-18
0,10321751,1.0,200-300,False,False,False,TEAM 1,Monday,16-18
0,990/10176228,2.5,>1500,False,False,False,TEAM 1,Monday,16-18
0,990/10176228,2.5,>1500,False,False,False,TEAM 1,Monday,16-18
0,980/10141854,2.5,>1500,False,False,False,TEAM 1,Monday,16-18
0,990/10176225,2.5,>1500,False,False,False,TEAM 1,Monday,16-18
0,980/10141854,2.5,>1500,False,False,False,TEAM 1,Monday,16-18
0,10373626,1.0,500-1000,False,False,False,TEAM 1,Monday,16-18
0,10373627,1.0,500-1000,False,False,False,TEAM 1,Monday,16-18
0,10373626,1.0,500-1000,False,False,False,TEAM 1,Monday,16-18
0,357/104,0.5,1-100,False,False,False,TEAM 1,Monday,16-18
0,357/104,0.5,1-100,False,False,False,TEAM 1,Monday,16-18
0,10161800,2.0,300-500,False,False,False,TEAM 1,Monday,16-18
0,357/104,0.5,1-100,False,False,False,TEAM 1,Monday,16-18
0,10161800,2.0,300-500,False,False,False,TEAM 1,Monday,18-20
0,10161800,2.0,300-500,False,False,False,TEAM 1,Monday,18-20
0,357/104,0.5,1-100,False,False,False,TEAM 1,Monday,18-20
0,10161800,2.0,300-500,False,False,False,TEAM 1,Monday,18-20
0,10161800,2.0,300-500,False,False,False,TEAM 1,Monday,18-20
0,10161800,2.0,300-500,False,False,False,TEAM 1,Monday,18-20
0,357/104,0.5,1-100,False,False,False,TEAM 1,Monday,18-20
0,990/10176225,2.5,>1500,False,False,False,TEAM 1,Monday,18-20
0,357/104,0.5,1-100,False,False,False,TEAM 1,Monday,18-20
0,990/10176225,2.5,>1500,False,False,False,TEAM 1,Monday,18-20
0,357/104,0.5,1-100,False,False,False,TEAM 1,Monday,18-20
0,10373627,1.0,500-1000,False,False,False,TEAM 1,Monday,18-20
0,10373627,1.0,500-1000,False,False,False,TEAM 1,Monday,18-20
0,336/ 50,0.5,1-100,False,False,False,TEAM 1,Monday,20-22
0,336/ 50,0.5,1-100,False,False,False,TEAM 1,Monday,20-22
0,10373627,1.0,500-1000,False,False,False,TEAM 1,Monday,20-22
0,10373627,1.0,500-1000,False,False,False,TEAM 1,Monday,20-22
0,336/ 50,0.5,1-100,False,False,False,TEAM 1,Monday,20-22
0,980/10141854,2.5,>1500,False,False,False,TEAM 1,Monday,20-22
0,990/10176225,2.5,>1500,False,False,False,TEAM 1,Monday,20-22
0,10373627,1.0,500-1000,False,False,False,TEAM 1,Monday,20-22
0,10373627,1.0,500-1000,False,False,False,TEAM 1,Monday,20-22
0,10373627,1.0,500-1000,False,False,False,TEAM 1,Monday,20-22
0,10373626,1.0,500-1000,False,False,False,TEAM 1,Monday,20-22
0,10373626,1.0,500-1000,False,False,False,TEAM 1,Monday,20-22
0,980/10141855,2.5,>1500,False,False,False,TEAM 2,Tuesday,6-8
0,318/10132897,0.5,100-200,False,False,False,TEAM 2,Tuesday,6-8
0,318/10132897,0.5,100-200,False,False,False,TEAM 2,Tuesday,6-8
0,318/10132897,0.5,100-200,False,False,False,TEAM 2,Tuesday,6-8
0,318/10132897,0.5,100-200,False,False,False,TEAM 2,Tuesday,6-8
0,10373626,1.0,500-1000,False,False,False,TEAM 2,Tuesday,6-8
0,10373626,1.0,500-1000,False,False,False,TEAM 2,Tuesday,6-8
0,318/10161229,0.5,100-200,False,False,False,TEAM 2,Tuesday,6-8
0,318/10161229,0.5,100-200,False,False,False,TEAM 2,Tuesday,6-8
0,10373626,1.0,500-1000,False,False,False,TEAM 2,Tuesday,6-8
0,318/10161229,0.5,100-200,False,False,False,TEAM 2,Tuesday,6-8
0,319/107,0.5,100-200,False,False,False,TEAM 2,Tuesday,6-8
0,980/10141855,2.5,>1500,False,False,False,TEAM 2,Tuesday,6-8
0,319/107,0.5,100-200,False,False,False,TEAM 2,Tuesday,6-8
0,980/10141854,2.5,>1500,False,False,False,TEAM 2,Tuesday,6-8
1,319/107,0.5,100-200,False,False,False,TEAM 2,Tuesday,6-8
0,114/10076256,1.0,1,False,False,False,TEAM 2,Tuesday,6-8
1,114/10076256,1.0,1,False,False,False,TEAM 2,Tuesday,6-8
0,305/267,0.5,1-100,False,False,False,TEAM 2,Tuesday,8-10
1,305/267,0.5,100-200,False,False,False,TEAM 2,Tuesday,8-10
0,114/ 51,1.0,500-1000,False,False,False,TEAM 2,Tuesday,8-10
0,851/ 84,1.0,500-1000,True,False,False,TEAM 2,Tuesday,8-10
0,851/ 84,1.0,500-1000,True,False,False,TEAM 2,Tuesday,8-10
1,114/10076256,1.0,1,False,False,False,TEAM 2,Tuesday,8-10
0,114/10076256,1.0,1,False,False,False,TEAM 2,Tuesday,8-10
1,708/131,1.0,100-200,False,False,False,TEAM 2,Tuesday,8-10
1,708/131,1.0,100-200,False,False,False,TEAM 2,Tuesday,8-10
0,708/131,1.0,100-200,False,False,False,TEAM 2,Tuesday,8-10
1,10255491,0.5,100-200,False,False,False,TEAM 2,Tuesday,8-10
